record_id;sync_timestamp;device_id;patient_id;patient_ci;patient_name;patient_last_name_1;patient_last_name_2;patient_sex;patient_birth_date;patient_department;patient_municipality;patient_community;patient_indigenous;vaccination_date;vaccine_code;vaccine_name;dose_number;facility_code;facility_name;lot_number;storage_temp_celsius;patient_age_days;administration_route;gps_latitude;gps_longitude;gps_accuracy_meters;observations
MOVIL-000070;2024-09-12T08:34:54;TAB-PT-04;MOV-00108;;Petrona;Vargas;Condori;F;17/5/2024;Oruro;Eucaliptus;Comunidad Tolapampa;True;2024-09-12T14:32:50;VAC-007;Antipolio IPV;1.0;EST-OR-0241;Posta de Salud Tupac Katari;LOT-AZN-2024-471;6.3;118;Intramuscular;-17.350.448;-67.386.081;25.0;
MOVIL-000071;2024-05-31T09:40:48;TAB-PT-03;MOV-00678;41840312 OR;Marco;Torrez;Machaca;M;16/12/2019;Oruro;Salinas de Garci Mendoza;Ayllu Laymes;True;2024-05-31T13:06:20;VAC-019;SRP (Triple Viral);1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-AZN-2024-503;12.9;1628;Subcutánea;-18.133.091;-67.194.526;5.0;
MOVIL-000072;2024-02-16T15:34:43;TAB-CH-05;MOV-00790;86180496 OR;Epifania;Chura;Mamani Quispe;F;15/5/2020;Oruro;Machacamarca;Comunidad Quillacas;False;2024-02-16T09:51:17;VAC-020;SRP (Triple Viral);2.0;EST-OR-0249;Posta de Salud Tarapacá;LOT-AZN-2024-563;9.7;1372;Subcutánea;-17.649.065;-67.321.035;15.0;Segunda visita - completar esquema
MOVIL-000073;2025-02-07T11:38:35;TAB-OR-04;MOV-00453;86417897 PT;Evaristo;Chura;Yujra;M;3/7/2023;Potosí;Betanzos;Ayllu Jukumani;True;2025-02-07T13:56:02;VAC-005;Pentavalente;4.0;EST-PT-0223;Centro Materno Infantil Quillacollo Centro;LOT-SII-2025-567;5.3;585;Intramuscular;-1.969.376;-65.749.844;100.0;Referido de posta vecina
MOVIL-000074;2024-11-11T12:11:38;TAB-OR-06;MOV-00242;;Óscar;Torrez;Laura;M;12/10/1991;Chuquisaca;Camargo;Comunidad Chacala;False;2024-11-11T07:14:20;VAC-024;dT Adulto;1.0;EST-CH-0272;Centro Integral de Salud Senkata;LOT-BIO-2024-820;7.2;12084;Intramuscular;-19.152.862;-65.837.437;5.0;
MOVIL-000075;2024-12-23T16:25:38;TAB-PT-03;MOV-01196;50289474 CH;Jorge;Laura;Mamani;M;18/6/1999;Chuquisaca;Zudáñez;Comunidad Tolapampa;False;2024-12-23T14:52:33;VAC-024;dT Adulto;1.0;EST-CH-0273;Micro Hospital Río Seco;LOT-PFZ-2024-951;1.5;9320;Intramuscular;-19.538.009;-65.961.983;15.0;Brigada móvil comunitaria
MOVIL-000076;2025-06-06T07:32:09;TAB-PT-02;MOV-01025;10397333 OR;Efraín;Choque Huanca;Cruz;M;7/4/2021;Oruro;Huanuni;Ayllu Macha;True;2025-06-06T15:43:03;VAC-009;Antipolio bOPV;3.0;EST-OR-0258;Posta Sanitaria Villa Fátima;LOT-SNF-2025-766;15.4;1521;Oral;-18.477.597;-66.712.209;5.0;Referido de posta vecina
MOVIL-000077;2024-08-15T07:06:22;TAB-OR-04;MOV-00560;71631674 PT;Paola;Alanoca;Copa;F;16/8/2023;Potosí;Potosí;Comunidad Tinquipaya;True;2024-08-15T07:39:45;VAC-016;Anti-rotavirus;2.0;EST-PT-0207;Centro Materno Infantil Santiago de Lacaya;LOT-SII-2024-272;4.3;365;Oral;-20.519.092;-6.625.487;15.0;
MOVIL-000078;2024-08-29T08:50:59;TAB-PT-02;MOV-00812;3494903 OR;Lucía;Nina;Callisaya;F;18/9/2023;Oruro;Poopó;Comunidad Culpina;False;2024-08-29T07:22:07;VAC-009;Antipolio bOPV;3.0;EST-OR-0263;Centro Ambulatorio Obrajes;LOT-SII-2024-541;6.4;346;Oral;-17.187.919;-67.823.888;15.0;
MOVIL-000079;2024-10-02T12:53:24;TAB-CH-03;MOV-00664;46640965 PT;Wilmer;Cruz;Apaza;M;18/11/2022;Potosí;Potosí;Ayllu Jukumani;True;2024-10-02T07:04:16;VAC-002;Pentavalente;1.0;EST-PT-0233;Puesto de Salud San Pedro;LOT-PFZ-2024-556;5.1;684;Intramuscular;-1.868.876;-65.202.107;10.0;Campaña puerta a puerta
MOVIL-000080;2025-06-25T10:20:39;TAB-PT-04;MOV-00396;7662064 PT;Eusebia;Tarqui;Yapura;F;14/7/1994;Potosí;Uyuni;Comunidad Chipaya;True;2025-06-25T15:50:59;VAC-025;Influenza Estacional;1.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-GSK-2025-918;6.0;11304;Intramuscular;-19.856.857;-64.653.876;5.0;Campaña puerta a puerta
MOVIL-000081;2024-11-09T10:27:34;TAB-PT-02;MOV-00398;;Lucía;Mamani Quispe;Choque;F;9/3/2024;Potosí;Puna;Comunidad Chipaya;False;2024-11-09T14:35:17;VAC-012;Antineumocócica;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-SNF-2024-428;2.7;245;Intramuscular;-19.478.519;-65.664.349;15.0;
MOVIL-000082;2024-03-27T16:33:18;TAB-OR-07;MOV-01074;;Silvia;Chura;Quisbert;F;7/10/1991;Chuquisaca;Monteagudo;Comunidad Salinas;False;2024-03-27T14:50:00;VAC-024;dT Adulto;1.0;EST-CH-0283;Centro de Salud Hamacas;LOT-GSK-2024-891;2.9;11860;Intramuscular;-19.071.197;-65.992.254;25.0;
MOVIL-000083;2024-11-25T10:07:55;TAB-CH-06;MOV-00810;1850122 PT;María;Marca;Laura;F;22/9/2022;Potosí;Uyuni;Comunidad Culpina;True;2024-11-25T10:04:12;VAC-025;Influenza Estacional;1.0;EST-PT-0210;Micro Hospital Ciudad Satélite;LOT-AZN-2024-180;14.1;795;Intramuscular;-20.043.752;-66.863.725;10.0;Referido de posta vecina
MOVIL-000084;2025-02-22T07:02:55;TAB-PT-06;MOV-00256;23005782 CH;Fortunato;Condori Poma;Flores;M;5/9/2019;Chuquisaca;Villa Abecia;Comunidad Salinas;True;2025-02-22T10:52:57;VAC-025;Influenza Estacional;1.0;EST-CH-0267;Centro Ambulatorio Achumani;LOT-AZN-2025-870;4.9;1997;Intramuscular;-18.434.781;-64.711.786;5.0;Brigada móvil comunitaria
MOVIL-000085;2024-10-28T12:57:36;TAB-CH-02;MOV-00010;75023414 CH;Epifania;Chura;Vargas;F;29/12/2022;Chuquisaca;Monteagudo;Comunidad Chacala;False;2024-10-28T07:04:05;VAC-008;Antipolio bOPV;2.0;EST-CH-0268;Centro Ambulatorio Cota Cota;LOT-PFZ-2024-472;4.4;669;Oral;-1.896.858;-65.359.441;10.0;
MOVIL-000086;2025-03-31T15:25:06;TAB-CH-01;MOV-00855;15918181 PT;Óscar;Limachi;Quisbert;M;27/10/2022;Potosí;Puna;Comunidad Calacoto;False;2025-03-31T09:15:14;VAC-021;Antiamarílica (FA);1.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-GSK-2025-708;14.7;886;Subcutánea;-20.447.862;-66.090.668;10.0;Brigada móvil comunitaria
MOVIL-000087;2024-06-01T10:06:45;TAB-OR-05;MOV-01089;38174035 PT;Santos;Siñani;Rojas;M;21/12/2021;Potosí;Uncía;;False;2024-06-01T11:26:34;VAC-019;SRP (Triple Viral);1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-BIO-2024-759;8.3;893;Subcutánea;-19.822.963;-66.637.804;5.0;
MOVIL-000088;2025-04-22T16:14:54;TAB-CH-06;MOV-01114;27695275 OR;Gregoria;Alanoca;Chambi;F;9/10/2020;Oruro;Toledo;Comunidad Chacala;False;2025-04-22T10:31:58;VAC-021;Antiamarílica (FA);1.0;EST-OR-0254;Posta de Salud Unión;LOT-AZN-2025-262;4.2;1656;Subcutánea;-17.693.035;-67.834.407;10.0;Campaña puerta a puerta
MOVIL-000089;2024-09-04T12:14:35;TAB-CH-02;MOV-00461;69015259 OR;Carlos;Calle;Marca;M;14/4/2009;Oruro;Chipaya;Ayllu Jukumani;True;2024-09-04T10:53:43;VAC-025;Influenza Estacional;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-SII-2024-516;3.6;5622;Intramuscular;-18.657.673;-66.766.274;25.0;Segunda visita - completar esquema
MOVIL-000090;2024-07-25T13:21:13;TAB-OR-06;MOV-01032;2712189 PT;Rosa;Calle;Marca;F;3/11/2020;Potosí;Potosí;Comunidad Tolapampa;True;2024-07-25T11:21:33;VAC-025;Influenza Estacional;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-PFZ-2024-164;3.3;1360;Intramuscular;-18.982.096;-65.366.381;15.0;
MOVIL-000091;2025-03-17T15:06:56;TAB-CH-06;MOV-00347;46874854 OR;Sofía;Cruz;Chambi;F;17/11/2021;Oruro;Huanuni;Sindicato Tacobamba;True;2025-03-17T13:49:13;VAC-019;SRP (Triple Viral);1.0;EST-OR-0251;Posta Sanitaria Villa Primavera;LOT-AZN-2025-242;10.5;1216;Subcutánea;-17.505.744;-67.571.104;10.0;
MOVIL-000092;2024-09-13T07:02:33;TAB-OR-01;MOV-00731;;Dionisio;Huanca;Poma;M;24/10/2021;Chuquisaca;Camargo;Ayllu Macha;True;2024-09-13T15:01:33;VAC-020;SRP (Triple Viral);2.0;EST-CH-0286;Policlínico Sacaba Sur;LOT-PFZ-2024-450;4.1;1055;Subcutánea;-19.256.414;-65.427.898;5.0;Referido de posta vecina
MOVIL-000093;2024-01-18T15:48:53;TAB-OR-04;MOV-00935;36424315 PT;Juana;Catari;Chura;F;17/8/1989;Potosí;Uncía;Ayllu Macha;False;2024-01-18T10:02:20;VAC-025;Influenza Estacional;1.0;EST-PT-0205;Centro Ambulatorio Mallasa;LOT-PFZ-2024-430;4.6;12572;Intramuscular;-18.669.734;-65.365.217;5.0;Brigada móvil comunitaria
MOVIL-000094;2024-12-10T08:07:35;TAB-OR-03;MOV-00438;2418060 PT;Epifania;Flores;Siñani;F;12/9/2019;Potosí;Puna;Comunidad Ravelo;False;2024-12-10T13:35:15;VAC-025;Influenza Estacional;1.0;EST-PT-0233;Puesto de Salud San Pedro;LOT-AZN-2024-435;10.3;1916;Intramuscular;-19.327.659;-65.464.047;10.0;
MOVIL-000095;2025-03-13T10:24:06;TAB-CH-04;MOV-00350;78842160 OR;Sofía;Apaza;Catari;F;2/11/2023;Oruro;Salinas de Garci Mendoza;Ayllu Chayantaka;True;2025-03-13T10:04:17;VAC-007;Antipolio IPV;1.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-PFZ-2025-331;8.2;497;Intramuscular;-18.758.628;-66.342.131;10.0;
MOVIL-000096;2024-03-07T15:22:58;TAB-OR-05;MOV-00281;22173866 PT;Nayeli;Calle;Poma;F;28/3/2022;Potosí;Ravelo;Ayllu Qhara Qhara;True;2024-03-07T07:53:22;VAC-025;Influenza Estacional;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-SII-2024-768;6.5;710;Intramuscular;-19.116.422;-64.559.725;15.0;Campaña puerta a puerta
MOVIL-000097;2024-03-07T07:47:13;TAB-PT-01;MOV-00957;84848831 OR;Grover;Chambi;Flores;M;7/9/2013;Oruro;Salinas de Garci Mendoza;Comunidad San Pedro de Quemes;True;2024-03-07T07:33:08;VAC-022;VPH;1.0;EST-OR-0262;Centro Ambulatorio Sopocachi;LOT-SII-2024-995;4.7;3834;Intramuscular;-17.637.498;-66.760.237;10.0;Referido de posta vecina
MOVIL-000098;2025-06-28T08:21:06;TAB-PT-02;MOV-00435;26256241 PT;Daniela;Copa;Rojas;F;18/9/2013;Potosí;Uyuni;Comunidad Quillacas;True;2025-06-28T12:48:37;VAC-023;VPH;2.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-BIO-2025-567;20.0;4301;Intramuscular;-20.100.446;-66.114.026;25.0;
MOVIL-000099;2024-05-15T16:03:51;TAB-CH-04;MOV-00681;45514743 CH;Víctor;Rojas;Condori Poma;M;27/9/2012;Chuquisaca;Mojocoya;;True;2024-05-15T10:01:10;VAC-023;VPH;2.0;EST-CH-0281;Centro Integral de Salud Urbarí;LOT-SNF-2024-858;4.5;4248;Intramuscular;-18.236.733;-65.293.511;10.0;
MOVIL-000100;2024-06-10T12:27:25;TAB-OR-03;MOV-00538;68087885 OR;Sofía;Colque;Tarqui;F;29/3/2017;Oruro;Antequera;Comunidad Ravelo;True;2024-06-10T13:45:48;VAC-025;Influenza Estacional;1.0;EST-OR-9001;Carpa de Vacunación Feria Challapata;LOT-AZN-2024-934;-2.0;2630;Intramuscular;-17.840.047;-67.627.184;15.0;
MOVIL-000101;2025-03-03T09:31:35;TAB-CH-06;MOV-00659;;Epifania;Condori Poma;Yapura;F;29/8/1998;Oruro;Antequera;Comunidad Tolapampa;False;2025-03-03T09:18:44;VAC-024;dT Adulto;1.0;EST-OR-0237;Centro Ambulatorio Franz Tamayo;LOT-AZN-2025-256;15.9;9683;Intramuscular;-18.390.133;-66.477.053;50.0;Referido de posta vecina
MOVIL-000102;2024-05-31T16:51:21;TAB-OR-04;MOV-01030;88454565 PT;Rosa;Villca;Marca;F;23/6/2014;Potosí;Betanzos;Comunidad Caripuyo;True;2024-05-31T10:44:21;VAC-025;Influenza Estacional;1.0;EST-PT-0225;Posta de Salud Alalay;LOT-AZN-2024-192;4.8;3630;Intramuscular;-20.738.925;-66.804.915;5.0;
MOVIL-000103;2025-02-07T09:36:48;TAB-PT-01;MOV-00719;23403427 CH;Zenón;Chura;Laura;M;15/5/2024;Chuquisaca;Presto;Ayllu Pocoata;True;2025-02-07T07:15:22;VAC-012;Antineumocócica;1.0;EST-CH-0281;Centro Integral de Salud Urbarí;LOT-AZN-2025-814;8.2;268;Intramuscular;-18.290.256;-6.462.552;50.0;Campaña puerta a puerta
MOVIL-000104;2025-06-04T09:18:45;TAB-CH-02;MOV-00955;;Lucía;Poma;Callisaya;F;1/6/2022;Potosí;Llallagua;Comunidad Salinas;True;2025-06-04T08:37:20;VAC-021;Antiamarílica (FA);1.0;EST-PT-0204;Posta Sanitaria Cota Cota;LOT-AZN-2025-810;0.9;1099;Subcutánea;-19.152.034;-66.436.816;15.0;Referido de posta vecina
MOVIL-000105;2024-09-21T09:45:24;TAB-OR-04;MOV-00309;6351826 OR;Claudia;Machaca;Choque;F;21/11/2022;Oruro;Machacamarca;Comunidad Huari;True;2024-09-21T08:32:31;VAC-021;Antiamarílica (FA);1.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-PFZ-2024-589;5.3;670;Subcutánea;-1.847.985;-66.663.045;15.0;Brigada móvil comunitaria
MOVIL-000106;2024-04-02T12:24:01;TAB-OR-05;MOV-00195;21681938 PT;Santos;Nina;Huanca;M;14/1/2024;Potosí;Tupiza;Ayllu Qhara Qhara;False;2024-04-02T15:22:08;VAC-001;BCG;1.0;EST-PT-0215;Centro Materno Infantil La Ramada;LOT-BIO-2024-538;1.7;79;Intradérmica;-19.063.617;-65.623.538;15.0;Vacunación en unidad educativa
MOVIL-000107;2024-05-28T16:27:33;TAB-OR-06;MOV-00122;;Silvia;Mamani Quispe;Mendoza;F;24/1/2022;Potosí;Ravelo;Sindicato Tacobamba;False;2024-05-28T11:12:37;VAC-004;Pentavalente;3.0;EST-PT-0201;Centro Ambulatorio Chasquipampa;LOT-GSK-2024-338;8.4;855;Intramuscular;-18.647.957;-65.136.533;15.0;Brigada móvil comunitaria
MOVIL-000108;2024-11-23T08:38:18;TAB-CH-04;MOV-00676;32638829 OR;Santusa;Marca;Mendoza;F;1/2/2020;Oruro;Poopó;Ayllu Qhara Qhara;True;2024-11-23T07:10:40;VAC-009;Antipolio bOPV;3.0;EST-OR-0260;Posta de Salud Villa Victoria;LOT-PFZ-2024-557;3.0;1757;Oral;-18.056.173;-66.619.028;100.0;
MOVIL-000109;2024-11-30T13:09:13;TAB-OR-05;MOV-00664;46640965 PT;Wilmer;Cruz;Apaza;M;18/11/2022;Potosí;Potosí;Ayllu Jukumani;True;2024-11-30T07:13:50;VAC-002;Pentavalente;1.0;EST-PT-0212;Posta de Salud Plan 3000;LOT-PFZ-2024-347;15.9;743;Intramuscular;-19.386.983;-65.966.201;5.0;Brigada móvil comunitaria
MOVIL-000110;2025-05-03T11:20:26;TAB-OR-02;MOV-00175;52112289 CH;Nayeli;Condori;Condori;F;6/7/2021;Chuquisaca;Camargo;Ayllu Laymes;True;2025-05-03T07:50:15;VAC-007;Antipolio IPV;1.0;EST-CH-0291;Posta Sanitaria Valle Hermoso;LOT-SNF-2025-455;5.0;1397;Intramuscular;-19.285.919;-65.187.903;10.0;Segunda visita - completar esquema
MOVIL-000111;2025-01-03T12:27:56;TAB-OR-02;MOV-01129;56619819 OR;Marco;Copa;Callisaya;M;17/4/2020;Oruro;Poopó;Comunidad Chacala;False;2025-01-03T15:24:49;VAC-007;Antipolio IPV;1.0;EST-OR-0254;Posta de Salud Unión;LOT-PFZ-2025-336;4.5;1722;Intramuscular;-18.276.042;-67.803.631;10.0;Vacunación en unidad educativa
MOVIL-000112;2024-01-18T16:37:28;TAB-PT-02;MOV-00790;86180496 OR;Epifania;Chura;Mamani Quispe;F;15/5/2020;Oruro;Machacamarca;Comunidad Quillacas;False;2024-01-18T14:13:11;VAC-002;Pentavalente;1.0;EST-OR-0242;Centro Integral de Salud Bartolina Sisa;LOT-BIO-2024-891;4.9;1343;Intramuscular;-17.766.955;-67.043.637;5.0;
MOVIL-000113;2024-09-17T09:08:47;TAB-PT-07;MOV-01080;66576108 PT;Ana;Quisbert;Nina;F;25/1/2020;Potosí;Uyuni;Comunidad San Pedro de Quemes;False;2024-09-17T10:05:37;VAC-001;BCG;1.0;EST-PT-0226;Centro Ambulatorio Jaihuayco;LOT-BIO-2024-838;13.7;1697;Intradérmica;-18.883.816;-65.885.013;50.0;Campaña puerta a puerta
MOVIL-000114;2025-03-24T15:01:43;TAB-CH-06;MOV-00939;;Claudia;Tarqui;Alanoca;F;5/11/2023;Potosí;Llallagua;Comunidad Culpina;True;2025-03-24T14:47:52;VAC-021;Antiamarílica (FA);1.0;EST-PT-0212;Posta de Salud Plan 3000;GSK2025275;2.1;505;Subcutánea;-20.166.459;-65.670.374;5.0;Referido de posta vecina
MOVIL-000115;2024-11-09T07:21:36;TAB-CH-02;MOV-00935;36424315 PT;Juana;Catari;Chura;F;17/8/1989;Potosí;Uncía;Ayllu Macha;False;2024-11-09T13:14:50;VAC-025;Influenza Estacional;1.0;EST-PT-0203;Micro Hospital Achumani;LOT-SII-2024-165;8.5;12868;Intramuscular;-18.380.263;-65.704.861;50.0;Referido de posta vecina
MOVIL-000116;2024-10-01T15:34:08;TAB-PT-07;MOV-00258;;Zenón;Quisbert;Machaca;M;3/3/2022;Oruro;Chipaya;Comunidad Calacoto;True;2024-10-01T14:37:14;VAC-001;BCG;1.0;EST-OR-0240;Posta Sanitaria Litoral;LOT-SII-2024-529;6.5;943;Intradérmica;-17.386.948;-6.742.933;10.0;Campaña puerta a puerta
MOVIL-000117;2025-05-20T09:02:59;TAB-CH-03;MOV-00405;62395288 OR;Luis;Chura;Paco;M;25/8/2022;Oruro;Poopó;Comunidad Huari;False;2025-05-20T10:08:33;VAC-007;Antipolio IPV;1.0;EST-OR-0262;Centro Ambulatorio Sopocachi;LOT-SII-2025-301;5.5;999;Intramuscular;-18.424.862;-66.939.343;5.0;
MOVIL-000118;2024-08-12T16:24:43;TAB-OR-07;MOV-00095;8449607 CH;Gregoria;Limachi;Quisbert;F;29/10/2020;Chuquisaca;Mojocoya;Comunidad San Pedro de Quemes;True;2024-08-12T11:58:55;VAC-025;Influenza Estacional;1.0;EST-CH-0292;Micro Hospital Cerro Verde;LOT-PFZ-2024-279;2.5;1383;Intramuscular;-18.219.718;-65.784.359;10.0;
MOVIL-000119;2024-04-12T08:31:58;TAB-PT-05;MOV-00575;14782350 CH;Gregoria;Quisbert;Ticona;F;27/6/2022;Chuquisaca;Monteagudo;;True;2024-04-12T11:01:37;VAC-008;Antipolio bOPV;2.0;EST-CH-0265;Puesto de Salud Chasquipampa;LOT-GSK-2024-870;4.7;655;Oral;-19.073.676;-64.741.851;10.0;
MOVIL-000120;2024-10-05T13:35:43;TAB-PT-01;MOV-00213;62069572 OR;David;Vargas;Colque;M;17/9/1991;Oruro;Caracollo;Ayllu Chayantaka;False;2024-10-05T07:35:03;VAC-025;Influenza Estacional;1.0;EST-OR-0261;Centro Materno Infantil Miraflores;LOT-AZN-2024-122;3.1;12072;Intramuscular;-18.637.435;-66.372.024;5.0;
MOVIL-000121;2024-04-01T09:28:05;TAB-OR-06;MOV-00485;14723361 OR;Claudia;Vargas;Mamani;F;1/7/2023;Oruro;Chipaya;Comunidad Tolapampa;True;2024-04-01T08:57:46;VAC-004;Pentavalente;3.0;EST-OR-0254;Posta de Salud Unión;LOT-SII-2024-666;4.7;275;Intramuscular;-18.412.589;-66.967.227;10.0;Referido de posta vecina
MOVIL-000122;2024-06-15T16:10:52;TAB-CH-07;MOV-00891;76988985 PT;Gregoria;Catari;Ticona;F;12/8/2020;Potosí;Tupiza;Ayllu Macha;True;2024-06-15T14:15:47;VAC-002;Pentavalente;1.0;EST-PT-0232;Micro Hospital Chimba;LOT-SII-2024-160;15.9;1403;Intramuscular;-19.304.899;-6.650.556;50.0;Brigada móvil comunitaria
MOVIL-000123;2024-03-14T14:02:25;TAB-PT-04;MOV-00369;99309741 PT;Efraín;Quispe;Limachi;M;18/1/2020;Potosí;Villazón;;True;2024-03-14T11:12:51;VAC-025;Influenza Estacional;1.0;EST-OR-9003;Punto Vacunación Mercado Sucre;LOT-SNF-2024-875;16.2;1517;Intramuscular;-18.801.935;-66.793.111;10.0;
MOVIL-000124;2025-05-01T08:59:27;TAB-CH-07;MOV-00858;61387647 OR;Pedro;Laura;Catari;M;20/9/2013;Oruro;Challapata;Comunidad Ocurí;False;2025-05-01T09:25:34;VAC-023;VPH;2.0;EST-OR-0255;Centro Ambulatorio Libertad;LOT-AZN-2025-947;4.3;4241;Intramuscular;-18.023.015;-67.377.784;15.0;
MOVIL-000125;2025-03-04T10:10:18;TAB-PT-01;MOV-01197;20217558 OR;Lucía;Siñani;Tarqui;F;22/7/2020;Oruro;Salinas de Garci Mendoza;;True;2025-03-04T15:56:01;VAC-004;Pentavalente;3.0;EST-OR-0245;Micro Hospital Huayna Potosí;LOT-BIO-2025-512;5.5;1686;Intramuscular;-18.240.712;-66.899.049;5.0;
MOVIL-000126;2025-02-11T07:16:57;TAB-PT-01;MOV-00359;36507773 CH;Grover;Yapura;Rojas;M;16/4/2020;Chuquisaca;Villa Serrano;Ayllu Macha;True;2025-02-11T11:29:45;VAC-004;Pentavalente;3.0;EST-CH-0273;Micro Hospital Río Seco;LOT-AZN-2025-588;4.2;1762;Intramuscular;-18.803.573;-6.465.624;5.0;
MOVIL-000127;2024-04-09T16:18:03;TAB-OR-06;MOV-00117;;Nayeli;Choque;Paco;F;18/1/2020;Potosí;Uyuni;Ayllu Jukumani;True;2024-04-09T07:33:06;VAC-009;Antipolio bOPV;3.0;EST-PT-0233;Puesto de Salud San Pedro;LOT-AZN-2024-252;7.4;1543;Oral;-19.230.329;-66.819.419;50.0;
MOVIL-000128;2024-04-12T15:09:18;TAB-OR-07;MOV-00074;84721515 OR;Jorge;Flores;Condori Poma;M;31/8/2015;Oruro;Chipaya;Comunidad Ocurí;True;2024-04-12T08:28:03;VAC-025;Influenza Estacional;1.0;;;LOT-SII-2024-661;5.2;3147;Intramuscular;-17.917.762;-66.824.624;5.0;Referido de posta vecina
MOVIL-000129;2024-08-15T16:11:53;TAB-PT-06;MOV-01030;88454565 PT;Rosa;Villca;Marca;F;23/6/2014;Potosí;Betanzos;Comunidad Caripuyo;True;2024-08-15T15:51:36;VAC-025;Influenza Estacional;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-SII-2024-358;7.7;3706;Intramuscular;-20.181.239;-66.515.834;10.0;Segunda visita - completar esquema
MOVIL-000130;2024-08-24T12:55:51;TAB-CH-02;MOV-00216;66500778 PT;Daniela;Copa;Rojas;F;10/2/2024;Potosí;Cotagaita;Comunidad Chipaya;True;2024-08-24T07:26:44;VAC-009;Antipolio bOPV;3.0;EST-PT-0217;Puesto de Salud Urbarí;LOT-SNF-2024-125;8.1;196;Oral;-1.984.536;-65.385.496;50.0;
MOVIL-000131;2025-03-20T16:06:39;TAB-OR-07;MOV-00951;57209323 OR;David;Paco;Cruz;M;7/10/2021;Oruro;Poopó;Ayllu Chayantaka;True;2025-03-20T10:26:10;VAC-025;Influenza Estacional;1.0;EST-OR-0239;Posta de Salud Bolívar;LOT-PFZ-2025-916;14.6;1260;Intramuscular;-18.325.558;-67.298.222;15.0;
MOVIL-000132;2024-09-17T11:14:50;TAB-OR-06;MOV-00616;21884776 PT;Silvia;Chambi;Torrez;F;10/9/1998;Potosí;Villazón;Ayllu Pocoata;False;2024-09-17T08:24:46;VAC-025;Influenza Estacional;1.0;EST-PT-0231;Centro Materno Infantil La Cancha;LOT-AZN-2024-743;8.6;9504;Intramuscular;-19.354.994;-66.152.116;5.0;
MOVIL-000133;2024-03-13T14:55:38;TAB-CH-07;MOV-00702;38387970 PT;Jorge;Paco;Limachi;M;10/5/2023;Potosí;Uyuni;Ayllu Pocoata;False;2024-03-13T08:13:14;VAC-003;Pentavalente;2.0;EST-PT-0222;Puesto de Salud Sacaba Sur;LOT-PFZ-2024-509;6.1;308;Intramuscular;-1.898.541;-6.475.905;25.0;Vacunación en unidad educativa
MOVIL-000134;2024-04-05T09:05:05;TAB-PT-06;MOV-00632;64410949 OR;Nayeli;Chura;Calle;F;26/3/2024;Oruro;Salinas de Garci Mendoza;Ayllu Laymes;True;2024-04-05T16:46:01;VAC-002;Pentavalente;1.0;EST-OR-0261;Centro Materno Infantil Miraflores;LOT-GSK-2024-810;4.9;10;Subcutánea;-17.743.487;-66.866.495;5.0;Referido de posta vecina
MOVIL-000135;2025-03-05T13:10:11;TAB-OR-04;MOV-00764;;Juana;Condori;Chipana;F;24/5/2024;Chuquisaca;Padilla;Comunidad Calacoto;False;2025-03-05T09:12:03;VAC-025;Influenza Estacional;1.0;EST-CH-0277;Policlínico Pampa de la Isla;LOT-AZN-2025-335;6.5;285;Intramuscular;-1.818.603;-64.506.254;10.0;
MOVIL-000136;2024-05-04T08:59:14;TAB-CH-02;MOV-00294;22731798 PT;Claudia;Villca;Choque;F;28/9/1995;Potosí;Llallagua;Comunidad Tolapampa;False;2024-05-04T08:51:24;VAC-025;Influenza Estacional;1.0;EST-PT-0228;Micro Hospital Cerro Verde;LOT-SII-2024-581;6.7;10446;Intramuscular;-19.306.626;-65.581.841;5.0;Segunda visita - completar esquema
MOVIL-000137;2024-06-05T10:34:22;TAB-CH-03;MOV-00319;42191606 CH;Víctor;Poma;Poma;M;25/5/2013;Chuquisaca;Sucre;Comunidad Salinas;True;2024-06-05T16:11:43;VAC-023;VPH;2.0;EST-CH-0265;Puesto de Salud Chasquipampa;LOT-BIO-2024-330;8.8;4029;Intramuscular;-19.727.832;-66.052.662;5.0;
MOVIL-000138;2025-01-02T08:00:47;TAB-CH-02;MOV-01156;90293904 OR;Fortunato;Nina;Tarqui;M;1/8/2021;Oruro;Oruro;Comunidad Culpina;True;2025-01-02T14:35:10;VAC-009;Antipolio bOPV;3.0;EST-OR-0263;Centro Ambulatorio Obrajes;LOT-PFZ-2025-610;7.6;1250;Oral;-17.375.727;-67.864.051;15.0;Referido de posta vecina
